District,Time,AQI,PM10,PM2.5,Carbon_Monoxide,Nitrogen_Dioxide,Sulphur_Dioxide,Ozone,Dust
Attock,2024-11-05 00:00,172.41,76.6,53.7,1338.0,35.7,9.8,44.0,0.0
Attock,2024-11-05 01:00,174.36999999999995,77.8,54.4,1490.0,33.8,9.5,38.0,0.0
Attock,2024-11-05 02:00,197.18000000000004,83.8,58.7,1726.0,37.5,9.2,42.0,1.0
Attock,2024-11-05 03:00,208.18,85.0,59.5,1809.0,41.5,9.9,56.0,1.0
Attock,2024-11-05 04:00,190.035,86.4,60.5,1575.0,34.8,12.7,88.0,2.0
Attock,2024-11-05 05:00,172.065,90.3,63.1,1188.0,22.6,18.9,137.0,5.0
Attock,2024-11-05 06:00,161.36499999999998,88.7,61.0,1031.0,12.7,23.0,179.0,7.0
Attock,2024-11-05 07:00,149.68000000000004,89.9,59.8,902.0,6.8,21.8,196.0,8.0
Attock,2024-11-05 08:00,136.79,90.1,58.4,777.0,3.2,19.2,198.0,11.0
Attock,2024-11-05 09:00,134.94500000000002,85.2,54.4,831.0,4.9,16.7,193.0,15.0
Attock,2024-11-05 10:00,146.495,82.9,51.8,969.0,13.3,15.1,184.0,17.0
Attock,2024-11-05 11:00,166.895,87.5,51.2,1180.0,27.0,13.6,171.0,18.0
Attock,2024-11-05 12:00,206.015,104.1,66.4,1419.0,50.0,14.8,158.0,17.0
Attock,2024-11-05 13:00,243.91000000000003,117.8,75.7,1731.0,76.1,15.7,143.0,16.0
Attock,2024-11-05 14:00,284.94000000000005,131.3,85.4,2071.0,111.5,16.9,120.0,16.0
Attock,2024-11-05 15:00,307.855,139.7,91.0,2262.0,134.6,17.9,107.0,15.0
Attock,2024-11-05 16:00,301.08,143.9,94.3,2339.0,134.2,17.5,99.0,15.0
Attock,2024-11-05 17:00,295.22,140.2,93.4,2357.0,121.3,16.3,91.0,14.0
Attock,2024-11-05 18:00,281.4500000000001,134.1,88.7,2278.0,107.8,14.9,82.0,14.0
Attock,2024-11-05 19:00,251.875,136.4,90.6,2065.0,97.5,13.2,68.0,13.0
Attock,2024-11-05 20:00,241.33,136.4,91.0,1754.0,86.5,12.2,60.0,13.0
Attock,2024-11-05 21:00,227.745,135.0,90.3,1581.0,74.7,11.7,53.0,12.0
Attock,2024-11-05 22:00,206.68500000000003,130.9,87.8,1395.0,70.4,10.5,53.0,11.0
Attock,2024-11-05 23:00,183.83,128.5,86.8,1295.0,66.1,8.9,53.0,10.0
Attock,2024-11-06 00:00,176.96500000000003,119.0,80.1,1253.0,62.0,9.4,35.0,9.0
Attock,2024-11-06 01:00,181.78000000000003,115.5,78.7,1306.0,55.4,8.7,45.0,8.0
Attock,2024-11-06 02:00,200.13,116.4,79.9,1418.0,45.9,7.7,59.0,7.0
Attock,2024-11-06 03:00,217.355,127.6,87.5,1540.0,45.4,7.9,78.0,6.0
Attock,2024-11-06 04:00,213.35,131.8,90.3,1453.0,36.0,10.8,104.0,7.0
Attock,2024-11-06 05:00,195.84499999999997,124.8,85.0,1265.0,22.0,14.2,134.0,9.0
Attock,2024-11-06 06:00,173.85500000000002,107.1,72.2,1090.0,11.0,16.1,176.0,11.0
Attock,2024-11-06 07:00,156.035,96.2,63.3,954.0,5.2,15.2,193.0,14.0
Attock,2024-11-06 08:00,140.265,102.2,61.0,830.0,2.5,13.0,193.0,18.0
Attock,2024-11-06 09:00,129.395,105.0,62.4,753.0,4.3,11.5,185.0,20.0
Attock,2024-11-06 10:00,137.655,106.2,63.1,894.0,10.4,10.7,171.0,19.0
Attock,2024-11-06 11:00,170.43,106.9,63.8,1234.0,21.2,10.4,155.0,17.0
Attock,2024-11-06 12:00,200.55499999999998,104.8,63.1,1525.0,35.7,10.4,139.0,15.0
Attock,2024-11-06 13:00,225.675,108.3,65.0,1731.0,57.5,11.3,122.0,16.0
Attock,2024-11-06 14:00,246.60000000000002,110.4,65.9,1907.0,83.1,12.5,115.0,17.0
Attock,2024-11-06 15:00,268.61,110.6,68.0,2147.0,101.8,13.1,108.0,18.0
Attock,2024-11-06 16:00,277.13,109.9,71.5,2240.0,109.2,12.6,101.0,18.0
Attock,2024-11-06 17:00,273.45,109.2,70.5,2234.0,109.7,11.5,94.0,18.0
Attock,2024-11-06 18:00,260.50500000000005,108.5,67.3,2153.0,106.1,10.2,86.0,18.0
Attock,2024-11-06 19:00,236.57000000000002,106.6,64.5,1976.0,97.9,9.0,77.0,18.0
Attock,2024-11-06 20:00,205.51000000000005,104.1,65.0,1724.0,85.6,8.0,67.0,18.0
Attock,2024-11-06 21:00,195.47,100.8,65.7,1479.0,73.5,8.0,58.0,17.0
Attock,2024-11-06 22:00,188.30499999999998,97.6,65.9,1361.0,62.3,7.9,50.0,16.0
Attock,2024-11-06 23:00,182.42000000000004,97.1,65.7,1307.0,61.6,7.8,43.0,15.0
Bahawalnagar,2024-11-05 00:00,141.32000000000005,127.6,79.4,916.0,11.2,10.6,63.0,14.0
Bahawalnagar,2024-11-05 01:00,134.52,130.4,81.7,850.0,11.5,9.7,62.0,13.0
Bahawalnagar,2024-11-05 02:00,131.6,132.7,83.8,811.0,12.0,8.6,61.0,13.0
Bahawalnagar,2024-11-05 03:00,128.655,133.6,84.3,769.0,12.2,7.9,68.0,14.0
Bahawalnagar,2024-11-05 04:00,125.695,132.7,83.8,713.0,10.3,8.5,89.0,21.0
Bahawalnagar,2024-11-05 05:00,122.265,131.8,82.7,652.0,7.2,10.4,117.0,29.0
Bahawalnagar,2024-11-05 06:00,117.58,127.6,79.6,587.0,4.7,11.7,140.0,34.0
Bahawalnagar,2024-11-05 07:00,113.31500000000001,123.9,75.2,503.0,2.7,11.9,153.0,30.0
Bahawalnagar,2024-11-05 08:00,108.55500000000002,119.0,69.4,422.0,1.5,14.8,161.0,29.0
Bahawalnagar,2024-11-05 09:00,104.85,113.2,64.5,407.0,1.8,16.7,162.0,32.0
Bahawalnagar,2024-11-05 10:00,103.89500000000001,110.4,62.4,416.0,5.7,16.4,153.0,32.0
Bahawalnagar,2024-11-05 11:00,105.28500000000001,109.9,63.1,448.0,11.7,15.0,137.0,30.0
Bahawalnagar,2024-11-05 12:00,117.30499999999999,131.8,79.6,489.0,17.2,14.2,129.0,27.0
Bahawalnagar,2024-11-05 13:00,126.11,143.4,87.5,609.0,23.1,13.9,116.0,27.0
Bahawalnagar,2024-11-05 14:00,135.1,154.1,95.2,790.0,32.5,13.5,100.0,27.0
Bahawalnagar,2024-11-05 15:00,153.62499999999997,155.1,96.9,901.0,39.6,13.5,85.0,26.0
Bahawalnagar,2024-11-05 16:00,157.155,154.1,96.9,879.0,42.6,13.2,76.0,24.0
Bahawalnagar,2024-11-05 17:00,152.075,156.9,99.0,786.0,43.4,12.9,76.0,22.0
Bahawalnagar,2024-11-05 18:00,145.03500000000003,159.7,100.8,822.0,42.3,12.9,77.0,21.0
Bahawalnagar,2024-11-05 19:00,145.46000000000004,161.6,102.0,797.0,39.0,12.0,73.0,20.0
Bahawalnagar,2024-11-05 20:00,145.86999999999998,163.0,102.4,789.0,33.8,11.4,68.0,19.0
Bahawalnagar,2024-11-05 21:00,146.38000000000002,163.4,102.2,830.0,28.7,11.3,63.0,19.0
Bahawalnagar,2024-11-05 22:00,147.25,162.5,100.8,735.0,23.9,10.8,57.0,20.0
Bahawalnagar,2024-11-05 23:00,148.49499999999998,161.6,99.4,744.0,24.9,10.1,50.0,24.0
Bahawalnagar,2024-11-06 00:00,148.525,153.2,93.4,767.0,11.2,11.5,73.0,25.0
Bahawalnagar,2024-11-06 01:00,152.11500000000004,155.1,94.3,797.0,10.1,11.1,69.0,25.0
Bahawalnagar,2024-11-06 02:00,156.81,159.3,97.6,826.0,12.4,11.1,66.0,25.0
Bahawalnagar,2024-11-06 03:00,158.37,161.1,98.7,823.0,13.3,12.1,73.0,26.0
Bahawalnagar,2024-11-06 04:00,157.20499999999998,164.4,100.1,765.0,11.0,15.1,105.0,28.0
Bahawalnagar,2024-11-06 05:00,153.88500000000002,167.2,101.3,675.0,7.1,19.0,150.0,31.0
Bahawalnagar,2024-11-06 06:00,148.275,166.2,98.5,596.0,4.0,21.4,182.0,33.0
Bahawalnagar,2024-11-06 07:00,137.79,155.1,88.9,537.0,2.1,20.9,190.0,34.0
Bahawalnagar,2024-11-06 08:00,124.57000000000001,136.4,77.3,507.0,1.1,18.8,185.0,34.0
Bahawalnagar,2024-11-06 09:00,116.33000000000001,124.8,70.8,485.0,1.6,16.7,174.0,33.0
Bahawalnagar,2024-11-06 10:00,112.995,118.3,67.1,474.0,4.4,15.9,157.0,31.0
Bahawalnagar,2024-11-06 11:00,113.25500000000001,115.0,66.4,507.0,9.0,17.7,156.0,28.0
Bahawalnagar,2024-11-06 12:00,119.76000000000002,123.4,72.6,553.0,15.5,18.9,155.0,26.0
Bahawalnagar,2024-11-06 13:00,130.675,136.0,81.0,712.0,25.4,19.0,142.0,26.0
Bahawalnagar,2024-11-06 14:00,153.16000000000003,148.5,89.9,948.0,37.2,18.5,122.0,27.0
Bahawalnagar,2024-11-06 15:00,176.61,159.3,97.3,1125.0,46.8,18.0,106.0,27.0
Bahawalnagar,2024-11-06 16:00,190.14999999999998,163.0,100.4,1213.0,53.1,17.8,98.0,25.0
Bahawalnagar,2024-11-06 17:00,197.345,162.5,100.4,1242.0,57.2,17.7,94.0,22.0
Bahawalnagar,2024-11-06 18:00,195.63500000000002,162.5,104.1,1202.0,58.2,17.4,89.0,20.0
Bahawalnagar,2024-11-06 19:00,178.75000000000003,161.6,103.6,1046.0,55.0,16.8,80.0,20.0
Bahawalnagar,2024-11-06 20:00,160.995,158.8,101.5,866.0,49.0,15.9,70.0,19.0
Bahawalnagar,2024-11-06 21:00,154.305,151.8,96.9,869.0,47.6,14.9,63.0,18.0
Bahawalnagar,2024-11-06 22:00,146.57000000000002,141.1,88.0,878.0,40.7,13.7,63.0,15.0
Bahawalnagar,2024-11-06 23:00,145.995,142.5,88.0,887.0,30.7,12.3,62.0,14.0
Bahawalpur,2024-11-05 00:00,158.57999999999998,104.1,62.9,1112.0,9.5,12.1,70.0,16.0
Bahawalpur,2024-11-05 01:00,156.645,99.7,60.1,1120.0,10.6,11.3,61.0,16.0
Bahawalpur,2024-11-05 02:00,153.045,98.3,59.5,1100.0,14.4,10.2,52.0,16.0
Bahawalpur,2024-11-05 03:00,144.68500000000003,96.2,59.3,1020.0,16.0,9.5,56.0,16.0
Bahawalpur,2024-11-05 04:00,127.36500000000001,94.1,58.4,833.0,13.3,9.9,74.0,21.0
Bahawalpur,2024-11-05 05:00,125.43500000000002,92.0,56.3,858.0,8.5,12.6,98.0,29.0
Bahawalpur,2024-11-05 06:00,130.92499999999998,89.4,51.6,858.0,4.7,15.2,121.0,34.0
Bahawalpur,2024-11-05 07:00,129.73000000000002,80.3,45.9,821.0,2.7,16.5,140.0,30.0
Bahawalpur,2024-11-05 08:00,124.55000000000001,75.7,45.4,760.0,1.7,17.2,154.0,23.0
Bahawalpur,2024-11-05 09:00,118.665,73.1,44.2,705.0,2.4,17.3,159.0,22.0
Bahawalpur,2024-11-05 10:00,112.435,70.8,43.0,655.0,5.5,16.6,152.0,19.0
Bahawalpur,2024-11-05 11:00,106.71000000000001,70.3,42.6,660.0,10.3,15.4,137.0,15.0
Bahawalpur,2024-11-05 12:00,121.805,103.6,62.2,695.0,15.1,13.4,128.0,25.0
Bahawalpur,2024-11-05 13:00,136.93,115.7,70.3,821.0,20.6,13.4,120.0,24.0
Bahawalpur,2024-11-05 14:00,155.23,126.2,78.2,1138.0,31.2,13.4,109.0,24.0
Bahawalpur,2024-11-05 15:00,177.82999999999998,137.4,86.4,1358.0,39.2,13.3,100.0,24.0
Bahawalpur,2024-11-05 16:00,185.415,148.5,94.3,1405.0,42.6,13.0,93.0,23.0
Bahawalpur,2024-11-05 17:00,195.01500000000001,152.7,97.8,1354.0,43.4,12.9,86.0,22.0
Bahawalpur,2024-11-05 18:00,195.745,153.7,97.3,1279.0,42.3,12.9,82.0,21.0
Bahawalpur,2024-11-05 19:00,184.04999999999998,149.5,94.3,1183.0,40.4,12.6,84.0,20.0
Bahawalpur,2024-11-05 20:00,173.04500000000002,145.8,93.4,1115.0,41.7,13.1,88.0,20.0
Bahawalpur,2024-11-05 21:00,170.95000000000002,149.9,96.2,1091.0,41.9,14.4,89.0,21.0
Bahawalpur,2024-11-05 22:00,182.965,151.3,96.6,1162.0,40.9,17.4,88.0,22.0
Bahawalpur,2024-11-05 23:00,196.835,149.5,95.0,1275.0,38.8,21.3,84.0,23.0
Bahawalpur,2024-11-06 00:00,193.70499999999998,137.8,88.0,1294.0,30.3,18.1,71.0,19.0
Bahawalpur,2024-11-06 01:00,174.62,133.6,84.8,1190.0,26.8,18.9,62.0,18.0
Bahawalpur,2024-11-06 02:00,188.19,139.7,88.5,1397.0,21.8,20.1,57.0,17.0
Bahawalpur,2024-11-06 03:00,197.485,148.5,94.8,1500.0,20.1,21.4,62.0,17.0
Bahawalpur,2024-11-06 04:00,190.245,143.0,90.1,1417.0,15.8,23.2,85.0,19.0
Bahawalpur,2024-11-06 05:00,173.46,140.6,87.5,1231.0,9.3,25.1,120.0,23.0
Bahawalpur,2024-11-06 06:00,153.68000000000004,135.5,82.4,1039.0,4.4,26.0,153.0,25.0
Bahawalpur,2024-11-06 07:00,137.675,130.4,77.5,848.0,2.5,25.1,169.0,25.0
Bahawalpur,2024-11-06 08:00,124.675,119.0,70.3,652.0,1.7,23.7,171.0,24.0
Bahawalpur,2024-11-06 09:00,114.14,106.9,63.3,532.0,2.2,25.5,173.0,23.0
Bahawalpur,2024-11-06 10:00,111.12499999999999,106.4,63.3,520.0,4.5,25.8,168.0,21.0
Bahawalpur,2024-11-06 11:00,113.44,106.6,64.0,583.0,8.4,24.3,156.0,20.0
Bahawalpur,2024-11-06 12:00,122.33500000000001,107.6,66.4,703.0,12.7,22.9,155.0,19.0
Bahawalpur,2024-11-06 13:00,141.58499999999998,118.3,73.8,900.0,18.1,22.4,142.0,16.0
Bahawalpur,2024-11-06 14:00,167.53000000000003,130.4,82.0,1153.0,26.1,22.0,122.0,15.0
Bahawalpur,2024-11-06 15:00,191.245,139.7,88.2,1381.0,32.3,21.5,106.0,16.0
Bahawalpur,2024-11-06 16:00,210.26000000000005,145.3,92.0,1568.0,34.9,20.9,98.0,17.0
Bahawalpur,2024-11-06 17:00,226.145,149.9,95.2,1729.0,35.5,20.2,94.0,18.0
Bahawalpur,2024-11-06 18:00,234.59000000000003,153.2,97.6,1827.0,35.7,19.3,94.0,18.0
Bahawalpur,2024-11-06 19:00,234.67500000000004,152.3,96.9,1846.0,36.6,18.3,91.0,18.0
Bahawalpur,2024-11-06 20:00,228.83500000000004,149.5,94.8,1802.0,37.1,17.0,88.0,17.0
Bahawalpur,2024-11-06 21:00,217.92500000000004,143.9,91.3,1706.0,35.5,16.6,82.0,16.0
Bahawalpur,2024-11-06 22:00,198.07999999999998,132.7,84.8,1522.0,30.1,16.1,78.0,14.0
Bahawalpur,2024-11-06 23:00,172.30000000000004,119.2,75.9,1286.0,22.7,15.0,75.0,12.0
Bhakkar,2024-11-05 00:00,144.89500000000004,146.2,89.6,801.0,15.1,13.6,53.0,24.0
Bhakkar,2024-11-05 01:00,153.62500000000003,148.1,91.0,883.0,15.0,12.9,50.0,24.0
Bhakkar,2024-11-05 02:00,167.86499999999998,156.5,96.4,960.0,14.7,12.1,46.0,24.0
Bhakkar,2024-11-05 03:00,177.54999999999998,162.5,101.0,1025.0,13.7,12.2,51.0,24.0
Bhakkar,2024-11-05 04:00,173.31,158.8,98.0,980.0,10.6,14.2,75.0,25.0
Bhakkar,2024-11-05 05:00,164.75000000000003,164.8,100.4,872.0,6.5,17.2,115.0,26.0
Bhakkar,2024-11-05 06:00,154.125,159.7,95.7,760.0,3.5,19.3,146.0,28.0
Bhakkar,2024-11-05 07:00,141.82,154.1,91.7,651.0,2.1,19.6,161.0,30.0
Bhakkar,2024-11-05 08:00,131.42,151.8,89.9,538.0,1.5,19.0,168.0,34.0
Bhakkar,2024-11-05 09:00,124.07000000000001,149.0,88.0,489.0,1.6,18.8,171.0,36.0
Bhakkar,2024-11-05 10:00,123.20500000000001,144.8,85.4,500.0,2.2,18.7,167.0,36.0
Bhakkar,2024-11-05 11:00,124.815,137.8,82.0,540.0,3.7,17.3,164.0,36.0
Bhakkar,2024-11-05 12:00,131.22000000000003,139.7,81.3,598.0,7.1,13.7,164.0,36.0
Bhakkar,2024-11-05 13:00,141.90000000000003,141.6,83.4,691.0,11.0,13.7,150.0,31.0
Bhakkar,2024-11-05 14:00,154.82500000000005,146.2,86.6,803.0,17.2,13.7,130.0,29.0
Bhakkar,2024-11-05 15:00,163.83500000000004,157.9,94.8,878.0,21.8,13.4,114.0,29.0
Bhakkar,2024-11-05 16:00,164.81000000000003,166.2,101.0,885.0,23.1,12.7,108.0,27.0
Bhakkar,2024-11-05 17:00,160.875,170.9,105.0,854.0,23.5,11.6,106.0,24.0
Bhakkar,2024-11-05 18:00,166.42000000000004,167.6,103.8,912.0,23.3,10.8,103.0,21.0
Bhakkar,2024-11-05 19:00,167.18499999999997,158.8,97.8,926.0,21.3,11.2,96.0,18.0
Bhakkar,2024-11-05 20:00,164.01999999999998,163.9,101.0,907.0,18.1,11.5,96.0,15.0
Bhakkar,2024-11-05 21:00,160.36000000000004,167.2,103.6,891.0,15.3,11.6,95.0,16.0
Bhakkar,2024-11-05 22:00,158.10500000000002,169.5,105.5,891.0,13.5,11.4,93.0,17.0
Bhakkar,2024-11-05 23:00,161.78500000000003,170.9,106.6,924.0,12.1,11.0,91.0,17.0
Bhakkar,2024-11-06 00:00,171.84,180.7,113.2,971.0,9.2,13.6,80.0,14.0
Bhakkar,2024-11-06 01:00,179.35000000000002,182.1,114.1,1015.0,10.8,13.2,73.0,14.0
Bhakkar,2024-11-06 02:00,187.365,183.0,115.3,1059.0,12.9,12.6,64.0,17.0
Bhakkar,2024-11-06 03:00,191.24500000000003,183.9,115.9,1113.0,13.4,12.6,67.0,19.0
Bhakkar,2024-11-06 04:00,190.24999999999997,189.1,118.3,1057.0,10.6,13.7,92.0,22.0
Bhakkar,2024-11-06 05:00,184.53500000000003,192.8,119.7,940.0,6.2,15.7,128.0,25.0
Bhakkar,2024-11-06 06:00,175.85,192.3,115.7,828.0,2.9,18.1,155.0,28.0
Bhakkar,2024-11-06 07:00,167.26,183.5,109.2,745.0,1.7,17.7,167.0,30.0
Bhakkar,2024-11-06 08:00,156.04000000000002,174.6,102.2,666.0,1.2,16.7,170.0,31.0
Bhakkar,2024-11-06 09:00,146.5,166.7,97.3,611.0,1.4,15.5,169.0,32.0
Bhakkar,2024-11-06 10:00,138.47,156.9,92.0,575.0,2.2,14.2,164.0,32.0
Bhakkar,2024-11-06 11:00,131.83000000000004,146.7,86.8,581.0,3.6,12.6,156.0,30.0
Bhakkar,2024-11-06 12:00,129.325,138.8,82.2,632.0,5.7,11.8,148.0,27.0
Bhakkar,2024-11-06 13:00,136.845,138.8,82.2,753.0,9.1,11.6,137.0,25.0
Bhakkar,2024-11-06 14:00,153.24,140.6,83.6,917.0,13.3,11.5,125.0,25.0
Bhakkar,2024-11-06 15:00,166.61999999999998,142.5,85.2,1051.0,16.7,11.3,114.0,24.0
Bhakkar,2024-11-06 16:00,175.63000000000002,143.0,87.1,1136.0,18.6,11.0,101.0,21.0
Bhakkar,2024-11-06 17:00,182.41500000000002,147.1,89.6,1191.0,19.7,10.9,88.0,19.0
Bhakkar,2024-11-06 18:00,184.51000000000002,148.1,90.3,1204.0,20.2,10.7,81.0,19.0
Bhakkar,2024-11-06 19:00,178.61,145.8,88.7,1153.0,20.1,11.2,80.0,18.0
Bhakkar,2024-11-06 20:00,172.97000000000003,142.0,86.4,1116.0,19.5,11.6,80.0,17.0
Bhakkar,2024-11-06 21:00,168.01999999999998,137.4,83.6,1085.0,18.5,11.8,80.0,16.0
Bhakkar,2024-11-06 22:00,163.54,132.7,81.3,1052.0,17.2,11.8,79.0,15.0
Bhakkar,2024-11-06 23:00,158.325,129.9,79.6,1010.0,17.5,11.5,79.0,15.0
Chakwal,2024-11-05 00:00,174.69500000000002,74.3,45.1,1559.0,19.7,11.2,83.0,9.0
Chakwal,2024-11-05 01:00,184.81500000000003,79.4,48.2,1657.0,23.8,11.4,73.0,9.0
Chakwal,2024-11-05 02:00,187.545,83.8,50.9,1679.0,31.9,11.7,70.0,10.0
Chakwal,2024-11-05 03:00,182.615,87.3,53.2,1605.0,37.5,12.5,78.0,11.0
Chakwal,2024-11-05 04:00,164.90000000000003,107.3,64.5,1378.0,30.2,14.4,102.0,16.0
Chakwal,2024-11-05 05:00,142.16000000000003,137.8,82.0,1056.0,16.3,16.7,134.0,25.0
Chakwal,2024-11-05 06:00,132.245,143.9,84.1,788.0,6.1,18.1,166.0,31.0
Chakwal,2024-11-05 07:00,130.51000000000002,142.0,84.1,632.0,2.6,18.7,183.0,33.0
Chakwal,2024-11-05 08:00,132.075,139.2,82.2,584.0,1.5,18.5,187.0,32.0
Chakwal,2024-11-05 09:00,131.75,136.0,81.5,574.0,3.8,18.0,184.0,31.0
Chakwal,2024-11-05 10:00,130.89,136.9,81.7,573.0,9.6,17.0,174.0,29.0
Chakwal,2024-11-05 11:00,137.86499999999998,136.9,82.0,652.0,18.9,15.7,157.0,27.0
Chakwal,2024-11-05 12:00,153.63999999999996,163.9,99.2,723.0,37.6,16.1,150.0,26.0
Chakwal,2024-11-05 13:00,162.80999999999997,163.4,99.7,775.0,54.2,16.1,143.0,25.0
Chakwal,2024-11-05 14:00,170.985,170.9,105.5,819.0,76.7,16.1,133.0,25.0
Chakwal,2024-11-05 15:00,176.965,178.8,110.1,858.0,90.4,16.0,124.0,25.0
Chakwal,2024-11-05 16:00,188.16000000000003,185.3,114.1,1030.0,87.8,16.6,119.0,26.0
Chakwal,2024-11-05 17:00,208.44,191.4,117.3,1234.0,76.5,17.4,115.0,29.0
Chakwal,2024-11-05 18:00,220.36499999999998,194.2,118.7,1372.0,68.6,18.0,106.0,30.0
Chakwal,2024-11-05 19:00,219.38499999999996,193.2,117.8,1397.0,64.2,18.1,87.0,29.0
Chakwal,2024-11-05 20:00,217.025,188.1,114.8,1355.0,57.3,17.9,90.0,27.0
Chakwal,2024-11-05 21:00,213.09499999999997,182.5,112.2,1289.0,49.0,17.5,100.0,26.0
Chakwal,2024-11-05 22:00,191.555,177.9,109.7,1198.0,37.7,17.0,106.0,24.0
Chakwal,2024-11-05 23:00,166.93,166.7,103.6,1082.0,24.9,16.2,110.0,22.0
Chakwal,2024-11-06 00:00,156.86000000000004,179.7,110.4,984.0,29.1,20.1,101.0,30.0
Chakwal,2024-11-06 01:00,158.28000000000003,172.8,106.4,922.0,28.2,18.4,99.0,28.0
Chakwal,2024-11-06 02:00,168.77500000000003,165.3,103.1,888.0,35.0,16.0,96.0,26.0
Chakwal,2024-11-06 03:00,171.61,156.0,101.3,955.0,39.4,14.0,99.0,24.0
Chakwal,2024-11-06 04:00,165.71,154.6,99.4,898.0,30.7,12.9,114.0,22.0
Chakwal,2024-11-06 05:00,155.32000000000002,148.1,92.2,846.0,15.4,15.2,134.0,21.0
Chakwal,2024-11-06 06:00,144.85,125.3,77.8,779.0,3.9,16.4,160.0,20.0
Chakwal,2024-11-06 07:00,130.36,121.5,72.2,696.0,1.7,15.3,169.0,20.0
Chakwal,2024-11-06 08:00,118.14,126.2,75.0,628.0,1.3,12.9,167.0,23.0
Chakwal,2024-11-06 09:00,116.55,127.1,75.2,598.0,2.9,11.0,163.0,24.0
Chakwal,2024-11-06 10:00,117.99999999999999,127.1,75.2,634.0,9.6,10.6,159.0,23.0
Chakwal,2024-11-06 11:00,125.34500000000001,127.6,75.4,707.0,19.9,10.6,150.0,21.0
Chakwal,2024-11-06 12:00,132.39499999999998,125.3,75.0,768.0,34.0,10.7,141.0,19.0
Chakwal,2024-11-06 13:00,142.66500000000002,127.1,76.6,824.0,56.2,11.1,131.0,19.0
Chakwal,2024-11-06 14:00,159.37500000000003,130.4,78.5,1005.0,82.3,11.6,120.0,20.0
Chakwal,2024-11-06 15:00,174.01500000000001,133.6,80.3,1143.0,99.8,12.1,111.0,21.0
Chakwal,2024-11-06 16:00,180.815,136.0,81.7,1208.0,102.9,12.5,107.0,22.0
Chakwal,2024-11-06 17:00,185.085,137.8,82.7,1262.0,97.4,13.0,105.0,23.0
Chakwal,2024-11-06 18:00,198.935,137.4,82.2,1396.0,88.7,13.3,101.0,23.0
Chakwal,2024-11-06 19:00,191.18999999999997,135.0,80.3,1321.0,77.0,13.5,94.0,23.0
Chakwal,2024-11-06 20:00,172.175,132.2,78.7,1134.0,69.6,13.7,86.0,22.0
Chakwal,2024-11-06 21:00,158.04500000000002,129.0,76.8,1035.0,64.9,13.9,78.0,22.0
Chakwal,2024-11-06 22:00,147.42499999999998,126.7,77.1,1023.0,58.4,14.4,71.0,22.0
Chakwal,2024-11-06 23:00,145.5,130.4,79.6,1003.0,50.5,15.0,70.0,21.0
Chiniot,2024-11-05 00:00,213.21,184.4,116.4,1293.0,15.6,12.3,59.0,21.0
Chiniot,2024-11-05 01:00,229.66000000000003,183.0,116.2,1463.0,21.2,12.2,48.0,19.0
Chiniot,2024-11-05 02:00,261.48,185.8,119.0,1767.0,30.8,12.0,41.0,16.0
Chiniot,2024-11-05 03:00,282.2,190.9,122.5,1940.0,35.6,12.4,47.0,15.0
Chiniot,2024-11-05 04:00,280.76500000000004,198.8,126.7,1857.0,31.1,14.2,82.0,17.0
Chiniot,2024-11-05 05:00,265.77500000000003,204.0,127.6,1641.0,21.9,17.6,137.0,21.0
Chiniot,2024-11-05 06:00,243.585,200.2,123.9,1400.0,14.1,19.7,179.0,25.0
Chiniot,2024-11-05 07:00,213.34,190.9,116.2,1125.0,8.0,19.6,198.0,29.0
Chiniot,2024-11-05 08:00,175.98499999999999,173.7,103.1,824.0,3.5,18.2,205.0,32.0
Chiniot,2024-11-05 09:00,152.15,164.8,96.9,625.0,6.1,16.9,201.0,34.0
Chiniot,2024-11-05 10:00,144.455,158.8,93.4,578.0,22.0,15.8,184.0,32.0
Chiniot,2024-11-05 11:00,150.48,156.5,93.1,717.0,45.3,15.1,156.0,28.0
Chiniot,2024-11-05 12:00,193.57500000000002,211.4,127.6,893.0,67.1,18.6,130.0,33.0
Chiniot,2024-11-05 13:00,219.65500000000003,229.6,140.2,1091.0,69.8,18.6,110.0,31.0
Chiniot,2024-11-05 14:00,251.835,242.1,149.9,1349.0,73.0,18.7,81.0,28.0
Chiniot,2024-11-05 15:00,280.21500000000003,245.9,154.6,1631.0,72.3,18.5,60.0,25.0
Chiniot,2024-11-05 16:00,301.795,248.7,156.9,1849.0,64.3,18.2,53.0,23.0
Chiniot,2024-11-05 17:00,317.5850000000001,248.7,157.4,2018.0,52.4,18.3,53.0,22.0
Chiniot,2024-11-05 18:00,318.2500000000001,244.9,155.1,2052.0,42.3,18.2,55.0,21.0
Chiniot,2024-11-05 19:00,293.705,238.4,150.9,1845.0,36.1,17.9,54.0,21.0
Chiniot,2024-11-05 20:00,261.39500000000004,233.8,147.1,1545.0,31.8,17.5,51.0,22.0
Chiniot,2024-11-05 21:00,240.98000000000002,232.8,146.2,1342.0,28.8,17.1,48.0,24.0
Chiniot,2024-11-05 22:00,239.255,232.4,145.8,1400.0,26.5,16.7,44.0,25.0
Chiniot,2024-11-05 23:00,258.49,232.8,145.8,1591.0,25.6,16.4,39.0,25.0
Chiniot,2024-11-06 00:00,264.71000000000004,204.9,130.4,1734.0,16.5,15.2,53.0,16.0
Chiniot,2024-11-06 01:00,274.33,211.4,134.6,1821.0,26.8,15.2,43.0,16.0
